Track Name,Artist,Track URI,danceability,energy,valence,acousticness,tempo,speechiness,liveness
Girlfriend,*NSYNC,spotify:track:6u5flhVFxKZrl9AApvf2SL,1.0156576299351308,0.5307502392222403,1.3019378428142208,-0.4641849082494337,-0.8093918702705739,-0.03436462748240902,-0.9457703689401938
Paradise (feat. *NSYNC),Justin Timberlake,spotify:track:6tcYpyw4rr5mTqDidS29IY,-0.26935120189209616,-0.7412808826639744,-1.2895779536312915,1.4882788188437763,-1.253589551455294,-0.8821947225943858,-0.5492572333532392
DISPARA ***,Nicki Nicole,spotify:track:6r0TaoZh1Oc1KkuL4rC1kB,1.4161798632319285,-0.1859538630345449,0.6225714042762217,0.9567485108900029,-0.9593238811804318,0.4819512041498432,-0.6318641366005214
Gone,*NSYNC,spotify:track:4CCUjYJPbSXLL23BFeBVbI,0.7708940429204206,-1.3678036740407669,-0.12167834580754079,0.789280057699088,-0.07159587197527864,-0.46744921849634713,-0.627930474541127
*UNCULTURED,Jimmy Poindexter,spotify:track:0jKCG9qMIC9eMdpqH5sJi8,-0.3138536722584071,-1.3678036740407669,0.9851546158554911,0.6363740786986876,-1.3708583324908725,0.4537372242792283,0.6937799774153889
* Consecrate *,Parachute Band,spotify:track:36yXoh8itnI8XhHmKYfhUK,-1.2317171235635693,-3.1861436844684117,-1.0414947036033706,2.624151805703895,1.0042145040314838,-0.8173025688919715,-0.8025850699782381
Home for Christmas,*NSYNC,spotify:track:3cNhneDghtV9yHK2KeF0Es,0.19236192815837913,-0.06254785867244934,-0.2628949650542034,0.7710769649609451,-1.2936307413125259,-0.7792136960666415,-0.5689255436502111
*whispers* Thank You,Hot Mulligan,spotify:track:2UsWLy9An0a1HecenFwFWh,-1.0759584772814812,0.5782140870538149,-0.6025781843232029,-0.7735755942825537,-0.16813962974216043,-0.5252878772311077,0.24534250264442817
*SIGH*,Dylan Sinclair,spotify:track:2mBTWhWk4ypdgeoFIZjDah,0.1645478841794348,-1.3393253653418218,-0.3621282650653718,1.9979654155117785,0.02832172678883321,1.511761469427286,-0.5217215989374784
Si tu vois ma mère - Slow,Sidney Bechet,spotify:track:5FWn20xrAQ1IdbA8Dml6pj,-0.5864313032520612,-1.5101952175354922,0.31723817347262695,2.176355724345579,-1.3444978825015281,-0.7425355222348422,1.114681817770589
*BØNUS* 1ST KLASS #VTL,axxturel,spotify:track:3bgv7Nh9Y2YlWtvlQ5Tqz9,0.17567350177101254,-0.7175489587481868,-1.1216446766893142,-0.25557746547031585,-0.6781457479607574,2.2876459158691946,0.42235729531717575
*Shrugs Shoulders*,Puzzle,spotify:track:4hpiH3zMCinsSmkFvbMc7y,-0.6309337736183721,0.47854000660750756,-0.350678268910237,-0.6251002480546172,0.437779968254825,0.961588861950296,0.4420256056141478
*NSTYNCT (feat. Skeme & OG Maco),The Neighbourhood,spotify:track:4ZdnCqHD8I1xWsrq5XiIqx,-0.1302809819973745,0.1747713804854262,-0.7018114843343711,0.21406232717377174,1.9354316944426868,2.1747899963867354,-0.6121958263035495
I Want You Back - Radio Edit,*NSYNC,spotify:track:5YTMRAT4yKgFrepF8Hi3mY,1.0712857178930193,1.1050627979843,1.2446878620385466,-0.5930628048354856,-0.1391097670956671,-0.710089445383635,0.22174053028806182
STRANDED *,$NOT,spotify:track:6ujmMtu41V6AispIqnoCdI,0.6485122494130662,-1.4959560631860198,-1.5567445305844372,-0.5359050936377168,-1.044819236560781,0.8769469223384513,-0.5885938539471831
*Equip Sunglasses* - Lofi,Hot Mulligan,spotify:track:2Vaf05ltYTtcwYDvL4HBYo,0.9377783067940866,-1.3250862109923494,-0.5796781920129332,2.1581526316074364,0.15526712870657616,-0.2727727573891046,-0.6161294883629439
*smokes weed once*,Spencer.,spotify:track:0u42ardVmhoaCo746IumyG,-1.7268071063887778,0.08459006960543329,0.2676215234670427,-0.6425752170832343,-1.5330622265884561,1.5681894291685154,1.5591856304821554
It Makes Me Ill,*NSYNC,spotify:track:0gbysjaH16DW29QpUnowcx,1.3605517752740404,0.7633230935969584,0.4546381273342448,-0.7400345756032516,-0.4185824422288295,-0.07809629628186195,-0.8490022822790918
God Must Have Spent a Little More Time on You (feat. *NSYNC),Alabama,spotify:track:4R3BvvUm5fe8SCPs6287dY,0.23686439852469007,-0.9026579652913301,-0.9995113843678762,-0.3611554033515447,-1.1445143842701297,-0.9668366622062303,-0.6515324468974935
Sleep Waves,Ocean Sounds,spotify:track:3vlw2MSd6ZxFM6ylEDx6c6,-2.3053392211508195,0.7348447848980132,-2.0108895447509343,2.4421208783224655,0.6658664497378726,-0.5958228269076449,2.7943555171319945
*** TRIVIAL,Kai Angel,spotify:track:1FScXoUim4LEt0XbyepGqX,-1.1760890356056808,0.22698161310015894,-0.6140281804783376,-0.3101867436847445,-1.5239788085189918,1.9067571876158942,-0.3211048339083644
No Strings Attached,*NSYNC,spotify:track:6wOlzyu9hqu4Tjk0kPNv6e,0.5595073086804443,1.2759326501779702,0.39357148117352575,-0.7736702503647921,-0.17611079253781325,-0.4900204023928391,0.35941870236686546
Sleep Sounds Nature Ocean Waves,Ocean Sounds,spotify:track:3h0r8zfXEDicYEVMVNwZSH,-2.39990697067923,1.114555567550615,-2.0108895447509343,0.5781241819366302,0.956016775499631,0.1292764557671572,2.066628036144032
iwantu2know *:),D4WN,spotify:track:5LkXV5OeK6uzdC99nDdrye,1.688757494225583,-1.3203398262091917,-0.5491448689325736,-0.7728765955214091,-0.8077234873598559,2.4146088252869617,-0.3801097647992803
**it gets better - live @ middle farm,Martin Luke Brown,spotify:track:0RZXRyvkHWhcuL9A0dUQMC,-0.0468388500605415,0.013394297858070472,0.6645547235117161,-0.3393116920657733,1.71272111344973,1.7939012681334345,1.496247037531845
***BNB,Jeff Rosenstock,spotify:track:1VDtzhOCnI7WPWRK6EqNNt,-0.17478345236368542,0.8487580196937937,0.30197151193244715,-0.7397797323049176,0.4901301164755768,-0.6000549238882371,0.24927616470382258
Finding Comfort At Night,Ocean Sounds,spotify:track:4Fb60IUKRoAsU2xA5XFic7,-2.166269001256098,0.16053222613595364,-2.0108895447509343,1.9797623227736352,-1.1394350851863884,-0.6296796027523827,2.774687206835022
